asin,title,url,manufacturer,price,price_strikethrough,coupon_discount,rating,reviews_count,sales_volume,pos,best_seller,is_prime,is_sponsored,currency,coupon_discount_type,not_available,shipping_information,search_keyword,amazon_domain,size_value,size_unit,price_per_100unit_final
B0BT56DMJS,"Kitsch Purple Shampoo Bar 91g - For Blonde & Coloured Hair – Solid Shampoo Bar with Biotin – Strengthens & Neutralises Brassy Tones – Vegan, Silicone & Sulphate Free – Purple Shampoo for Grey Hair",/Kitsch-Purple-Shampoo-Blonde-Hair/dp/B0BT56DMJS/ref=sr_1_23?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&rdc=1&sr=8-23,,12.99,,40.0,4.4,3481,100.0,23,False,False,False,GBP,percentage,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0C3CHLF5Q,"Arista Balancing Shampoo Bar | Shampoo Greasy Hair | Sidr Fruit Powder, Jojoba & Yellow Clay Shampoo Bar | Sulfate Free Shampoo Bar | Eco Shampoo Bar | Solid Shampoo Bar",/Arista-Balancing-Shampoo-Soap-Bar/dp/B0C3CHLF5Q/ref=sr_1_24?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-24,,7.45,,,4.3,1986,100.0,24,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0C7R3R694,"Dr Organic Tea Tree & Lemon Shampoo Bar, Clarifying, for Oily Roots & Scalps, Plastic Free, Solid Shampoo Bar, Natural, Vegan, Cruelty-Free, 75g",/Organic-Shampoo-Purifying-Cruelty-Free-SLS-Free/dp/B0C7R3R694/ref=sr_1_25?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-25,,4.99,,,4.2,82,100.0,25,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B08LDVBMW2,"Derma V10 Coconut Shampoo Bar, Pack of 2",/Derma-V10-Coconut-Shampoo-Pack/dp/B08LDVBMW2/ref=sr_1_26?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-26,,5.99,,,4.2,81,,26,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0DG2VZ7FF,"KinKind Rice Water Shampoo and Conditioner Bar Set for Hair Growth | Give me STRENGTH! Rice Solid Shampoo Bar and Conditioner Bars for hair UK Made | For Hair Growth, Menopause, Thickening & Volume",/KinKind-Shampoo-Conditioner-STRENGTH-Protein/dp/B0DG2VZ7FF/ref=sr_1_27?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-27,,14.36,16.9,,4.4,263,400.0,27,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0B1DKPNQF,"Head & Shoulders Anti-Dandruff Solid Shampoo Bar, Deep Clean, With Citrus, 70g",/Head-Shoulders-Cleansing-Anti-Dandruff-Shampoo/dp/B0B1DKPNQF/ref=sr_1_28?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-28,,6.65,,,4.2,483,100.0,28,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B015YJ08W6,"The Little Goat Soap Company Shampoo Bar - Goats Milk and Neem Oil, Eczema, Psoriasis, Seborrhoeic Dermatitis,100 g",/Shampoo-Bar-Psoriasis-Seborrhoeic-Dermatitis/dp/B015YJ08W6/ref=sr_1_29?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-29,,5.45,5.75,,4.1,534,50.0,29,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0DGTFSX1R,"Tea Tree Shampoo Bar, Tea Tree Natural Shampoo Bar, Anti Dandruff Organic Oil Control Hair Soap for Women & Men(Green)",/Shampoo-Natural-Dandruff-Organic-Antibacterial/dp/B0DGTFSX1R/ref=sr_1_30?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-30,,2.99,3.99,,4.0,2,,30,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0F1BKNVCM,"DV10 Coconut Shampoo Bar Twin Pack (2 Bars), Vegan, 100% Plastic-Free, All Hair Types, Travel-Friendly",/Coconut-Shampoo-Vegan-Plastic-Free-Travel-Friendly/dp/B0F1BKNVCM/ref=sr_1_31?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-31,,3.99,,,5.0,1,,31,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B08V7P6R7X,Garnier Ultimate Blends Delicate Oat Softening Shampoo Bar for Sensitive Scalp & Fragile Hair 60g,/Garnier-Ultimate-Delicate-Softening-Sensitive/dp/B08V7P6R7X/ref=sr_1_32?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-32,,0.0,,,4.4,1226,,32,False,False,False,GBP,,,,shampoo bar,co.uk,,,
B0BWGMKX7R,"AretonHandMade Solid Shampoo Bar – Natural and conditioner Dry Hair, Hair Nourisht, Prevents Spilt Ends Plant Based Hydrating SLS Free (Freesia), 50.0 grams, 1.0 count, Pack of 1",/HandMade-Solid-Shampoo-Bar-conditioner/dp/B0BWGMKX7R/ref=sr_1_33?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-33,,3.49,,,4.3,418,,33,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0CP1SPTHB,"SAPHUS Egg Shampoo Bars and Conditioner Bars Gift Set, Travel Size Solid Shampoo and Conditioner, 4Pc Sampler Set, Sulphate Free, Plastic Free",/SAPHUS-Shampoo-Bars-Conditioner-Gift/dp/B0CP1SPTHB/ref=sr_1_34?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-34,,4.99,,,4.8,5,50.0,34,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0DTB5GY8C,grüum Nourishing Shampoo Bar 50g - Solid Shampoo Bars for Hair Up to 60 Washes - Plastic Free Vegan Bar for Men & Women - Paraben Free Rich Lathering Bars for All Hair Types,/grüum-Nourishing-Shampoo-Bar-50g/dp/B0DTB5GY8C/ref=sr_1_35?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-35,,9.0,,,4.6,267,100.0,35,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0C7R5B9XT,"Dr Organic Coconut & Orange Shampoo Bar, Hydrating, for Dry or Curly Hair, Plastic Free, Solid Shampoo Bar, Natural, Vegan, Cruelty-Free, 75g",/Organic-Conditioner-Nourishing-Cruelty-Free-SLS-Free/dp/B0C7R5B9XT/ref=sr_1_36?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-36,,4.99,,,4.0,55,50.0,36,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0CKVTC9WG,"Organic Rice Water Shampoo Bar for Luxurious Hair Care, Natural Hair Care Delight 2In1 Rice Water Shampoo and Conditioner Bar, for Hair Growth, Moisturizing",/Organic-Shampoo-Luxurious-Conditioner-Moisturizing/dp/B0CKVTC9WG/ref=sr_1_37?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-37,,3.53,,,3.6,20,,37,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0C7R574VF,"Dr Organic Aloe Vera & Shea Shampoo Bar, Soothing, All Hair Types, Plastic Free, Solid Shampoo Bar, Natural, Vegan, Cruelty-Free,75g",/Organic-Conditioner-Soothing-Cruelty-Free-SLS-Free/dp/B0C7R574VF/ref=sr_1_38?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-38,,4.99,,,4.3,64,100.0,38,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B07V6W9L7M,"Ethique Frizz Wrangler Smoothing Solid Shampoo Bar for Dry & Damaged Hair (80 Washes) Vegan, Eco-Friendly, Plastic-Free, Cruelty-Free",/Ethique-Eco-Friendly-Shampoo-Normal-Dry-Wrangler/dp/B07V6W9L7M/ref=sr_1_39?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-39,,12.99,,,4.5,241,50.0,39,False,False,False,GBP,,,"FREE delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B07MF3DNQ8,100% Natural Shampoo Bar for Hair 2 Pieces Solid Shampoo Soap for Treated Dry Damaged Hair Vegetarian Plant Essence Helps Stop Hair Loss and Promotes Healthy Hair Growth 4.2oz (Cinnamon & Ginger),/Natural-Shampoo-Vegetarian-Promotes-Cinnamon/dp/B07MF3DNQ8/ref=sr_1_40?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-40,,8.99,,5.0,4.3,713,,40,False,False,False,GBP,percentage,,£1.97 delivery 16 - 25 Oct,shampoo bar,co.uk,,,
B094KH8CGR,"Garnier Ultimate Blends Ginger Recovery Revitalising Shampoo Bar for Weak, Dull Hair 60g",/Garnier-Ultimate-Recovery-Revitalising-Shampoo/dp/B094KH8CGR/ref=sr_1_41?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-41,,5.25,,,4.3,343,,41,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0CT5PYQH6,Duoffanny Rice Water Hair Shampoo Soap Bar for Hair Growth Cleanse Moisturize Nourish Strengthen Handcrafted Hair Care for Men & Women All Hair Types Eco-friendly 60g/2.1oz,/Duoffanny-Moisturize-Strengthen-Handcrafted-Eco-friendly/dp/B0CT5PYQH6/ref=sr_1_42?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-42,,5.99,,,4.1,187,50.0,42,False,False,False,GBP,,,"FREE delivery Sun 5 Oct on your first eligible order to UK or IrelandOr fastest delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B07V5TLTZ8,"Ethique Mintasy Refreshing Solid Shampoo Bar for Balanced to Dry & Damaged Hair (80 Washes) Vegan, Eco-Friendly, Plastic-Free, Cruelty-Free",/Ethique-Eco-Friendly-Shampoo-Normal-Dry-Mintsay/dp/B07V5TLTZ8/ref=sr_1_43?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-43,,13.0,,,4.4,114,,43,False,False,False,GBP,,,"FREE delivery Tomorrow, 3 Oct",shampoo bar,co.uk,,,
B0D5YLYNCG,"2 x Head & Shoulders Anti-Dandruff Solid Shampoo Bar, Moisturising, With Coconut Oil, 70g",/Head-Shoulders-Anti-Dandruff-Shampoo-Moisturising/dp/B0D5YLYNCG/ref=sr_1_44?dib=eyJ2IjoiMSJ9.mNZ2LX-M4g_Y21hABB8EQFgjuNO4lbYXRp0igOaxbiHjvVWx-IWbtQi66SawirracUYg6n8NIffr6Bd_JE787yAOim9vhVvHsL7k39WRyO3hVphLAX8OrZCa9w8sNfImwGgMyZdzAIi0Fu6-Zhd5sou1lk5OI7K21cELKNnXqpiIehhku8juDuEceH0dNt0PFZ-fTjlAY7uEyq1gRDLWknJvBug0cZMj-CfbQ3Q3utWeN3yi_RQOpTAMdsTn_qNccg36Zx_YzJlQGdtoaZh5rOfrW4H-1QoEAQWf7IUNv50.6kgeafSh7Ej3IcgRKj-5stdaDxWrOhfb6d695nvjtgI&dib_tag=se&keywords=shampoo+bar&qid=1759402540&sr=8-44,,8.99,,,4.2,8,,44,False,False,False,GBP,,,FREE delivery Tue 7 Oct on your first eligible order to UK or Ireland,shampoo bar,co.uk,,,
